(space) = 55
A = 1
B = 7
C = 0
D = 28
E = 4
F = 20
G = 16
H = 47
I = 10
J = 9
K = 19
L = 30
M = 2
N = 3
O = 11
P = 10
Q = 21
R = 24
S = 8
T = 2
U = 20
V = 26
W = 27
X = 15
Y = 4
Z = 6
Nombre total de caracteres : 425
Entropie de l'entree : 4.244606
